name,brand,type,rating_value,rating_count,gender,country,year,segment,perfumers,families,top_notes,middle_notes,bottom_notes,users_notes,url
Tete-a-Tete,Emossence,Парфюмерная вода,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['floral', 'fruit', 'gourmet']","['orange', 'bergamot']","['apelsinovyj-cvet-flerdoranzh', 'violet', 'grusha', 'iris', 'jasmine']","['ambra', 'tonka-bean', 'precious-woods', 'pachuli', 'praline', 'vanil']",[],https://aromo.ru/fragrance/emossence-tete_a_tete-91979/
The Lion King,Air-Val International,,"0,0",N/A,с 1994,N/A,N/A,N/A,[],['citrus'],[],"['citruses', 'floral-notes', 'fruity-notes']",[],[],https://aromo.ru/fragrance/air-val-international-the-lion-king-92336/
Tocade / Toquade,Coryse Salome,,"0,0",N/A,с 1957,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/coryse-salome-tocade-_-toquade-92921/
Acqua Lavanda Pop,O Boticario,Туалетная вода,"2,8",4 оценки,Парфюмерия масс-маркет,brazil,N/A,mass-market,[],"['green', 'floral']","['apelsinovyj-cvet-flerdoranzh', 'lavender', 'rozmarin']","['geranium', 'cloves', 'lavender']","['kedr', 'musk']",[],https://aromo.ru/fragrance/o-boticario-acqua-lavanda-pop-38002/
Adam In Motion Speed,Careline,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/careline-adam-in-motion-speed-38099/
Sea of Gray,Solstice Scents,Парфюмерная вода,"0,0",N/A,с 2017,N/A,N/A,N/A,[],"['water', 'amber']",[],"['frangipani', 'morskije-noty', 'morskije-rakoviny', 'morskije-vodorosli', 'sandal', 'ambergris', 'vanil']",[],[],https://aromo.ru/fragrance/solstice-scents-sea-of-gray-perfume-water-eau-de-parfum-668313/
B Bogner Man,Bogner,Туалетная вода,"0,0",N/A,с 1999,N/A,N/A,N/A,[],['fern'],"['birch', 'grapefruit', 'tangerine']","['basil', 'chaj', 'pink-pepper']","['dubovyj-moh', 'sandal', 'teak-wood']",[],https://aromo.ru/fragrance/bogner-b-bogner-man-toilet-water-eau-de-toilette-42436/
Simply Me,Apple Parfums,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,russian-federation,2017,mass-market,[],"['fruit', 'floral']","['persikovyj-cvet', 'peony']","['chaj', 'ptitgrejn-list-citrusovyh', 'siren']","['ambra', 'kedr', 'musk']",[],https://aromo.ru/fragrance/apple-parfums-simply-me-toilet-water-eau-de-toilette-763943/
Cherry Blossom,Bath and Body Works,Туалетная вода,"3,3",3 оценки,с 2005,N/A,N/A,N/A,[],['floral'],"['arbuz', 'sliva', 'visterija', 'green-notes']","['frezija', 'vishnevyj-cvet']","['geliotrop', 'musk', 'sandal']",[],https://aromo.ru/fragrance/bath-and-body-works-cherry-blossom-toilet-water-eau-de-toilette-47989/
Amalfi Bleu For Men,Skinn Titan,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],['fern'],"['citruses', 'galbanum', 'lavender']","['apelsinovyj-cvet-flerdoranzh', 'vetiver']","['moss', 'musk']",[],https://aromo.ru/fragrance/skinn-titan-amalfi-bleu-for-men-toilet-water-eau-de-toilette-1907143/
Contessa,JoAnne Bassett,,"0,0",N/A,с 2006,N/A,N/A,N/A,[],"['floral', 'east']","['bergamot', 'yuzu', 'clementine', 'mandarin']","['ginger', 'cinnamon', 'neroli', 'rose']","['belyj-grib', 'cognac']",[],https://aromo.ru/fragrance/joanne-bassett-contessa-49928/
Deauville Intense,Flora Mare,Парфюмерная вода,"5,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'sweet', 'floral']","['grusha', 'lichi', 'raspberry', 'marakuja']","['frezija', 'lily-of-the-valley', 'peony', 'jasmine']","['ambra', 'white-musk', 'praline', 'sandal']",[],https://aromo.ru/fragrance/flora-mare-deauville-intense-51588/
Dehn El Ood Fakham,Swiss Arabian,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['wood', 'east']","['black-currant', 'grapefruit', 'red-orange', 'spices']","['lily-of-the-valley', 'jasmine']","['musk', 'oud', 'vanil']",[],https://aromo.ru/fragrance/swiss-arabian-dehn-el-ood-fakham-perfume-water-eau-de-parfum-51723/
Des Salins,Les Voiles Depliees,Парфюмерная вода,"2,0",2 оценки,с 2011,N/A,N/A,N/A,[],"['water', 'floral']","['citruses', 'spices']","['ilang-ilang', 'lily-of-the-valley']","['lime', 'musk']",[],https://aromo.ru/fragrance/les-voiles-depliees-des-salins-51975/
Dispute pour Homme,Chris Adams,Парфюмерная вода,"3,0",2 оценки,с 2013,N/A,N/A,N/A,[],"['sweet', 'fruit', 'floral']","['orange', 'aromaticheskie-noty', 'bergamot', 'grapefruit']","['ananas', 'arbuz', 'floral-notes', 'dyna', 'fruity-notes', 'zelenoje-jabloko']","['white-musk', 'benzoin', 'kedr', 'pachuli', 'sandal', 'vanil']","['ananas', 'orange']",https://aromo.ru/fragrance/chris-adams-dispute-pour-homme-52553/
The Secret Potion of Attraction,Wycon,Парфюмерная вода,"3,0",2 оценки,Парфюмерия масс-маркет,italy,N/A,mass-market,[],"['spicy', 'east']","['grapefruit', 'mandarin', 'mint']","['cinnamon', 'spices']","['ambra', 'kozha', 'pachuli']",[],https://aromo.ru/fragrance/wycon-the-secret-potion-of-attraction-380579/
General,Dilis Parfum,Одеколон,"0,0",N/A,"Номерная парфюмерия
                                            
                                                Парфюмерия масс-маркет",belarus,2002,numbered-perfume,[],"['water', 'fern']",[],"['paporotnik', 'voda']",[],[],https://aromo.ru/fragrance/dilis-parfum-general-cologne-eau-de-cologne-59951/
Gingembre et Vétiver / Ginger and Vetiver,Comptoir Cologne,Одеколон,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['fern', 'wood']",[],"['ambra', 'bergamot', 'ginger', 'pepper', 'powdery-notes', 'vetiver']",[],[],https://aromo.ru/fragrance/comptoir-cologne-gingembre-et-v_tiver-_-ginger-and-vetiver-60239/
Grandeza Light Blue,Santini Cosmetic,Парфюмерная вода,"3,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'floral']","['lemon', 'zelenoje-jabloko']","['bamboo', 'rose', 'jasmine']","['kedr', 'musk']",[],https://aromo.ru/fragrance/santini-cosmetic-grandeza-light-blue-61013/
Águas e Brisas Sensações Banho Encantador,Avon,Одеколон,"4,0",3 оценки,Парфюмерия масс-маркет,united-states,2012,mass-market,[],"['fruit', 'floral']",['bergamot'],['lily-of-the-valley'],['kedr'],[],https://aromo.ru/fragrance/avon-guas-e-brisas-sensa_es-banho-encantador-683835/
H pour Homme Kongai,Gemey,Туалетная вода,"0,0",N/A,с 1999,N/A,N/A,N/A,[],['wood'],[],"['ambra', 'drevesnyje-noty', 'fruity-notes', 'spices', 'vanil']",[],[],https://aromo.ru/fragrance/gemey-h-pour-homme-_-kongai-toilet-water-eau-de-toilette-61519/
Helio's for Men,Elio Berhanyer,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['wood', 'leather']",[],"['drevesnyje-noty', 'kozha']",[],[],https://aromo.ru/fragrance/elio-berhanyer-helio_s-for-men-62220/
Heritage Sheer,FUBU,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['floral'],"['granat', 'mandarin', 'green-notes']","['lily-of-the-valley', 'rose']","['white-musk', 'kedr', 'sandal']",[],https://aromo.ru/fragrance/fubu-heritage-sheer-62379/
Hiera,Officine del Profumo,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['east', 'gourmet']","['bergamot', 'mirta']","['greckij-oreh', 'shokolad']","['tonka-bean', 'vanil', 'vetiver']",[],https://aromo.ru/fragrance/officine-del-profumo-hiera-62487/
Iliona,Christian Breton,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['spicy', 'east']",[],"['gvozdika', 'ilang-ilang', 'pachuli']",[],[],https://aromo.ru/fragrance/christian-breton-iliona-63500/
Mentha,Fiele Fragrances,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['citrus', 'floral']",[],"['orange', 'bergamot', 'grapefruit', 'cardamom', 'kedr', 'clementine', 'lemon', 'mint', 'musk', 'mint-curly', 'neroli', 'sandal', 'vetiver', 'zhasmin-grandiflorum']",[],[],https://aromo.ru/fragrance/fiele-fragrances-mentha-666669/
Al Abiq Oud,Ghawali,Духи / Экстракт,"0,0",N/A,Парфюмерия люкс,united-arab-emirates,2016,suite,[],['east'],[],"['ambra', 'cloves', 'rose', 'sandal', 'oud']",[],[],https://aromo.ru/fragrance/ghawali-al-abiq-oud-497299/
Jumeirah,Al Battash Concepts,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['chypre', 'wood']",[],"['balsamic-vinegar', 'labdanum', 'pachuli', 'rose', 'sandal', 'oud']",[],[],https://aromo.ru/fragrance/al-battash-concepts-jumeirah-66037/
Lys,Molinard,Туалетная вода,"0,0",N/A,Парфюмерия люкс,france,1999,suite,[],['floral'],[],['lavender'],[],[],https://aromo.ru/fragrance/molinard-lys-toilet-water-eau-de-toilette-69146/
Mountain Laurel,Demeter,Одеколон,"3,4",5 оценок,Парфюмерия масс-маркет,united-states,2019,mass-market,[],"['wood', 'floral']",[],"['white-flowers', 'laurel']",[],[],https://aromo.ru/fragrance/demeter-fragrance-mountain-laurel-cologne-eau-de-cologne-1946225/
Londa 1006,O`Driu,Парфюмерная вода,"0,0",N/A,Артизанальная парфюмерия,italy,2011,artisanal-perfumery,[],['fern'],"['lavender', 'mandarin', 'morskije-noty', 'timjan']","['basil', 'lemongrass', 'gvozdika', 'mirta', 'sage', 'styrax']","['bergamot', 'grapefruit', 'magnolija', 'mimosa', 'pepper']",[],https://aromo.ru/fragrance/odriu-londa-1006-perfume-water-eau-de-parfum-70379/
Fire,Lotto,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,italy,2011,mass-market,[],"['spicy', 'wood']",['bergamot'],"['cardamom', 'cinnamon', 'laurel']","['ambra', 'tonka-bean', 'sandal']",[],https://aromo.ru/fragrance/lotto-lotto-fire-toilet-water-eau-de-toilette-70529/
Water,Lotto,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,italy,2011,mass-market,[],"['water', 'fern']",['timjan'],"['geranium', 'plushh', 'caraway']","['musk', 'pachuli', 'virginia-cedar']",[],https://aromo.ru/fragrance/lotto-lotto-water-toilet-water-eau-de-toilette-70532/
White Flight,Apple Parfums,,"0,0",N/A,Парфюмерия масс-маркет,russian-federation,N/A,mass-market,[],['fern'],"['bergamot', 'grapefruit', 'lemon']","['lavender', 'rozmarin', 'vetiver']","['white-cedar', 'ginger']",[],https://aromo.ru/fragrance/apple-parfums-white-flight-528790/
Pure Seduction Midnight,Victoria's Secret,Ароматная дымка,"3,0",2 оценки,Парфюмерия люкс,united-states,2010,suite,[],"['wood', 'fruit']",[],"['drevesnyje-noty', 'lesnyje-jagody', 'pink-pepper']",[],[],https://aromo.ru/fragrance/victorias-secret-pure-seduction-midnight-fragrant-haze-fragrance-mist-83072/
Vanilla Mystery,Royal Sanders,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],"['east', 'gourmet']",[],['vanil'],[],[],https://aromo.ru/fragrance/royal-sanders-vanilla-mystery-94887/
Ruff,Baug Sons,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['floral'],"['bergamot', 'cedrat', 'bitter-orange', 'fresh-notes', 'zelenoje-jabloko']","['pachuli', 'rose', 'teak-wood']","['labdanum', 'musk', 'vanil']",[],https://aromo.ru/fragrance/baug-sons-ruff-85789/
Sex&Success Charm Double Effect,Ciel,Духи / Экстракт,"0,0",N/A,Парфюмерия масс-маркет,russian-federation,N/A,mass-market,[],"['musk', 'wood']",[],['drok'],[],[],https://aromo.ru/fragrance/ciel-parfum-sex_success-charm-double-effect-87571/
XXX,West Third Brand,Туалетная вода,"0,0",N/A,Натуральная парфюмерия,united-states,N/A,natural-perfumes,[],"['spicy', 'east']",[],"['benzoin', 'bergamot', 'iris', 'coumarin', 'mandarin', 'pepper', 'spices', 'tabak', 'vetiver']",[],[],https://aromo.ru/fragrance/west-third-brand-smell-good-daily-_-xxx-88796/
Starry Starry Night,PK Perfumes,Парфюмерная вода,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['wood', 'musk', 'floral']",[],"['apelsinovyj-cvet-flerdoranzh', 'choja-loban-boswellia-serrata', 'cloves', 'ilang-ilang', 'cardamom', 'cypress', 'ladan', 'lemon', 'mirta', 'moss', 'ogurec', 'ptitgrejn-list-citrusovyh', 'sandal', 'pine']",[],[],https://aromo.ru/fragrance/pk-perfumes-starry-starry-night-90001/
Sunny Garden Peach,Novae Plus,,"0,0",N/A,Парфюмерия премиум,france,2011,premium,[],"['fruit', 'floral']","['black-currant', 'grapefruit', 'lily-of-the-valley']","['rose', 'jasmine', 'lily']","['musk', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/novae-plus-sunny-garden-peach-90732/
Teddy Bear,Funny Perfumes International,Туалетная вода,"0,0",N/A,N/A,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/funny-perfumes-international-teddy-bear-91726/
Nero Love,Raphael Rosalee,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['green', 'fruit', 'floral']","['abrikos', 'bergamot', 'sliva', 'green-notes']","['lily-of-the-valley', 'orchid', 'rose', 'tuberoza', 'jasmine']","['ambra', 'kedr', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/raphael-rosalee-nero-love-766641/
Águas e Brisas Sensações Banho Encantador,Avon,Одеколон,"4,0",3 оценки,Парфюмерия масс-маркет,united-states,2012,mass-market,[],"['fruit', 'floral']",['bergamot'],['lily-of-the-valley'],['kedr'],[],https://aromo.ru/fragrance/avon-guas-e-brisas-sensa_es-banho-encantador-683835/
Jumeirah,Al Battash Concepts,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['chypre', 'wood']",[],"['balsamic-vinegar', 'labdanum', 'pachuli', 'rose', 'sandal', 'oud']",[],[],https://aromo.ru/fragrance/al-battash-concepts-jumeirah-66037/
Vanilla Mystery,Royal Sanders,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],"['east', 'gourmet']",[],['vanil'],[],[],https://aromo.ru/fragrance/royal-sanders-vanilla-mystery-94887/
Cedar Rose,Oroton,Парфюмерная вода,"5,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],"['water', 'floral']",[],"['frezija', 'kozha', 'musk', 'peony', 'pink-pepper', 'voda']",[],[],https://aromo.ru/fragrance/oroton-cedar-rose-648105/
Simply Me,Apple Parfums,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,russian-federation,2017,mass-market,[],"['fruit', 'floral']","['persikovyj-cvet', 'peony']","['chaj', 'ptitgrejn-list-citrusovyh', 'siren']","['ambra', 'kedr', 'musk']",[],https://aromo.ru/fragrance/apple-parfums-simply-me-toilet-water-eau-de-toilette-763943/
Zephyr,Divona,Парфюмерная вода,"3,0",2 оценки,Нишевая парфюмерия,united-states,2017,niche,[],['fern'],"['abrikos', 'ananas', 'citruses', 'kokos', 'green-notes']","['lily-of-the-valley', 'rose', 'trava', 'jasmine']","['drevesnyje-noty', 'kozha', 'musk', 'powdery-notes']",[],https://aromo.ru/fragrance/divona-zephyr-528566/
Lys,Molinard,Туалетная вода,"0,0",N/A,Парфюмерия люкс,france,1999,suite,[],['floral'],[],['lavender'],[],[],https://aromo.ru/fragrance/molinard-lys-toilet-water-eau-de-toilette-69146/
Londa 1006,O`Driu,Парфюмерная вода,"0,0",N/A,Артизанальная парфюмерия,italy,2011,artisanal-perfumery,[],['fern'],"['lavender', 'mandarin', 'morskije-noty', 'timjan']","['basil', 'lemongrass', 'gvozdika', 'mirta', 'sage', 'styrax']","['bergamot', 'grapefruit', 'magnolija', 'mimosa', 'pepper']",[],https://aromo.ru/fragrance/odriu-londa-1006-perfume-water-eau-de-parfum-70379/
Fire,Lotto,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,italy,2011,mass-market,[],"['spicy', 'wood']",['bergamot'],"['cardamom', 'cinnamon', 'laurel']","['ambra', 'tonka-bean', 'sandal']",[],https://aromo.ru/fragrance/lotto-lotto-fire-toilet-water-eau-de-toilette-70529/
Water,Lotto,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,italy,2011,mass-market,[],"['water', 'fern']",['timjan'],"['geranium', 'plushh', 'caraway']","['musk', 'pachuli', 'virginia-cedar']",[],https://aromo.ru/fragrance/lotto-lotto-water-toilet-water-eau-de-toilette-70532/
Madame X Perfume Oil,Possets Perfume,Масляные духи,"0,0",N/A,с 2007,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/possets-perfume-madame-x-perfume-oil-perfume-oil-perfume-oil-71573/
Mentha,Fiele Fragrances,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['citrus', 'floral']",[],"['orange', 'bergamot', 'grapefruit', 'cardamom', 'kedr', 'clementine', 'lemon', 'mint', 'musk', 'mint-curly', 'neroli', 'sandal', 'vetiver', 'zhasmin-grandiflorum']",[],[],https://aromo.ru/fragrance/fiele-fragrances-mentha-666669/
Matsukita,The Crown Perfumery Co.,Парфюмерная вода,"5,0",1 оценка,с 1894,N/A,N/A,N/A,[],"['powdery', 'chypre']",[],"['white-flowers', 'floral-notes', 'green-notes']",[],[],https://aromo.ru/fragrance/the-crown-perfumery-co-matsukita-72869/
Milas Vitamini Nr. 2,Dzintars,Духи / Экстракт,"2,0",2 оценки,Парфюмерия масс-маркет,latvia,N/A,mass-market,[],"['fruit', 'floral']",[],"['dyna', 'list-fialki', 'list-pomidora', 'peach']",[],[],https://aromo.ru/fragrance/dzintars-milas-vitamini-nr_-2-perfume-extract-parfum-extrait-de-parfum-73646/
№ 15 Wustenwind,Frau Tonis Parfum,Парфюмерная вода,"0,0",N/A,с 2009,N/A,N/A,N/A,[],"['fern', 'floral']",[],"['tonka-bean', 'lime', 'lavender', 'rose']",[],[],https://aromo.ru/fragrance/frau-tonis-parfum-no_-15-wustenwind-perfume-water-eau-de-parfum-77036/
Nuremberg/Nurnberg,E99-EsAns,,"0,0",N/A,В производстве,2014,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/e99-esans-nuremberg_nurnberg-77756/
Odd Rush,Signature Fragrances London,Духи / Экстракт,"0,0",N/A,Нишевая парфюмерия,united-kingdom,2014,niche,[],"['fruit', 'fern']","['abrikos', 'bergamot', 'black-currant', 'kokos', 'raspberry', 'mango', 'peach']","['geranium', 'gvozdika', 'cinnamon', 'lily-of-the-valley', 'mandarin', 'jasmine']","['ambra', 'benzoin', 'tonka-bean', 'musk', 'pachuli', 'vanil']",[],https://aromo.ru/fragrance/signature-fragrances-london-odd-rush-77987/
Oh! de London,Tuvache,Парфюмерная вода,"0,0",N/A,с 1962,N/A,N/A,N/A,[],"['floral', 'east']","['bergamot', 'romashka', 'sage']","['violet', 'geliotrop', 'geranium', 'cloves', 'ilang-ilang', 'lily-of-the-valley', 'rose']","['white-cedar', 'dubovyj-moh', 'sandal', 'vanil', 'vetiver']",[],https://aromo.ru/fragrance/tuvache-oh_-de-london-perfume-water-eau-de-parfum-78062/
Oud Sulaiman LTD,Ensar Oud / Oriscent,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/ensar-oud--oriscent-oud-sulaiman-ltd-79348/
Oxford,Crossmen,Туалетная вода,"0,0",N/A,Выпуск прекращен,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/crossmen-oxford-79502/
Mountain Laurel,Demeter,Одеколон,"3,4",5 оценок,Парфюмерия масс-маркет,united-states,2019,mass-market,[],"['wood', 'floral']",[],"['white-flowers', 'laurel']",[],[],https://aromo.ru/fragrance/demeter-fragrance-mountain-laurel-cologne-eau-de-cologne-1946225/
Pure Seduction Midnight,Victoria's Secret,Ароматная дымка,"3,0",2 оценки,Парфюмерия люкс,united-states,2010,suite,[],"['wood', 'fruit']",[],"['drevesnyje-noty', 'lesnyje-jagody', 'pink-pepper']",[],[],https://aromo.ru/fragrance/victorias-secret-pure-seduction-midnight-fragrant-haze-fragrance-mist-83072/
